,Car Make,Probability,Alt1,Alt2
1987,Chrysler Sebring Convertible 2010,20.8,Spyker C8 Convertible 2009,Bentley Arnage Sedan 2009
1988,Volkswagen Golf Hatchback 1991,99.3,Volvo 240 Sedan 1993,Infiniti G Coupe IPL 2012
1989,HUMMER H2 SUT Crew Cab 2009,48.9,Lamborghini Aventador Coupe 2012,Dodge Dakota Club Cab 2007
1990,Suzuki SX4 Hatchback 2012,27.8,Hyundai Sonata Sedan 2012,Mitsubishi Lancer Sedan 2012
1991,Hyundai Elantra Touring Hatchback 2012,19.0,Dodge Sprinter Cargo Van 2009,Mercedes-Benz C-Class Sedan 2012
1992,Nissan NV Passenger Van 2012,86.7,Volvo 240 Sedan 1993,Isuzu Ascender SUV 2008
1993,BMW ActiveHybrid 5 Sedan 2012,37.2,Ford Expedition EL SUV 2009,Daewoo Nubira Wagon 2002
1994,McLaren MP4-12C Coupe 2012,100.0,Lamborghini Diablo Coupe 2001,Acura Integra Type R 2001
1995,GMC Canyon Extended Cab 2012,45.3,Dodge Dakota Club Cab 2007,Ford F-150 Regular Cab 2012
1996,Mercedes-Benz C-Class Sedan 2012,36.7,Audi S4 Sedan 2007,Audi S4 Sedan 2012
1997,GMC Acadia SUV 2012,28.8,Volvo 240 Sedan 1993,Chevrolet Traverse SUV 2012
1998,Aston Martin V8 Vantage Convertible 2012,70.3,Acura RL Sedan 2012,Bentley Continental GT Coupe 2007
1999,Dodge Charger Sedan 2012,80.5,Audi R8 Coupe 2012,Ferrari FF Coupe 2012
2000,Dodge Caliber Wagon 2007,34.8,Dodge Caravan Minivan 1997,Dodge Dakota Crew Cab 2010
2001,Bentley Arnage Sedan 2009,26.0,Audi S4 Sedan 2007,Volvo C30 Hatchback 2012
2002,Mercedes-Benz E-Class Sedan 2012,49.3,Nissan NV Passenger Van 2012,Chrysler 300 SRT-8 2010
2003,Chrysler PT Cruiser Convertible 2008,61.8,Audi S5 Convertible 2012,Mercedes-Benz C-Class Sedan 2012
2004,Audi V8 Sedan 1994,59.8,Dodge Caliber Wagon 2012,Aston Martin V8 Vantage Convertible 2012
2005,Volvo 240 Sedan 1993,54.3,Mercedes-Benz 300-Class Convertible 1993,Audi S4 Sedan 2007
2006,Volvo 240 Sedan 1993,71.3,Audi S4 Sedan 2007,Cadillac CTS-V Sedan 2012
2007,Nissan Juke Hatchback 2012,24.8,Audi RS 4 Convertible 2008,Volvo C30 Hatchback 2012
2008,BMW M6 Convertible 2010,42.7,FIAT 500 Abarth 2012,Spyker C8 Coupe 2009
2009,Dodge Caliber Wagon 2012,33.0,Hyundai Sonata Sedan 2012,Chevrolet Corvette Ron Fellows Edition Z06 2007
2010,Audi RS 4 Convertible 2008,57.8,Ford GT Coupe 2006,Lamborghini Diablo Coupe 2001
2011,Hyundai Sonata Sedan 2012,33.0,Hyundai Genesis Sedan 2012,Mercedes-Benz S-Class Sedan 2012
2012,Chrysler PT Cruiser Convertible 2008,50.8,Honda Odyssey Minivan 2012,Toyota Sequoia SUV 2012
2013,smart fortwo Convertible 2012,41.7,Audi S5 Convertible 2012,MINI Cooper Roadster Convertible 2012
2014,Chevrolet Corvette ZR1 2012,93.0,McLaren MP4-12C Coupe 2012,Spyker C8 Coupe 2009
2015,Nissan NV Passenger Van 2012,22.0,Suzuki SX4 Hatchback 2012,Suzuki Kizashi Sedan 2012
2016,Bentley Arnage Sedan 2009,98.6,Bentley Mulsanne Sedan 2011,Dodge Durango SUV 2012
2017,Audi RS 4 Convertible 2008,34.4,Bentley Arnage Sedan 2009,Volvo XC90 SUV 2007
2018,Bentley Continental GT Coupe 2012,47.2,Audi TTS Coupe 2012,Audi TT Hatchback 2011
2019,HUMMER H2 SUT Crew Cab 2009,76.5,HUMMER H3T Crew Cab 2010,Audi RS 4 Convertible 2008
2020,Audi V8 Sedan 1994,75.5,Ford F-150 Regular Cab 2012,Land Rover LR2 SUV 2012
2021,Mitsubishi Lancer Sedan 2012,52.4,Audi S4 Sedan 2007,Suzuki SX4 Sedan 2012
2022,Chevrolet Silverado 2500HD Regular Cab 2012,27.2,Chevrolet Silverado 1500 Extended Cab 2012,Chevrolet Silverado 1500 Regular Cab 2012
2023,Nissan Leaf Hatchback 2012,96.2,Chevrolet Sonic Sedan 2012,Audi TTS Coupe 2012
2024,Chevrolet Corvette Ron Fellows Edition Z06 2007,60.5,Suzuki Kizashi Sedan 2012,Tesla Model S Sedan 2012
2025,Chevrolet Corvette Ron Fellows Edition Z06 2007,83.6,Lamborghini Aventador Coupe 2012,Nissan 240SX Coupe 1998
2026,Dodge Sprinter Cargo Van 2009,88.4,Ford E-Series Wagon Van 2012,GMC Savana Van 2012
2027,Volvo 240 Sedan 1993,12.8,Acura ZDX Hatchback 2012,Acura TL Sedan 2012
2028,Jeep Wrangler SUV 2012,53.2,HUMMER H3T Crew Cab 2010,HUMMER H2 SUT Crew Cab 2009
2029,Hyundai Veloster Hatchback 2012,28.3,smart fortwo Convertible 2012,Hyundai Genesis Sedan 2012
2030,Bentley Arnage Sedan 2009,44.4,Aston Martin V8 Vantage Convertible 2012,Bugatti Veyron 16.4 Convertible 2009
2031,Ferrari California Convertible 2012,98.2,Bugatti Veyron 16.4 Coupe 2009,Chevrolet Camaro Convertible 2012
2032,Audi S4 Sedan 2007,63.7,Chrysler 300 SRT-8 2010,Suzuki SX4 Sedan 2012
2033,Mercedes-Benz Sprinter Van 2012,62.5,Land Rover LR2 SUV 2012,BMW X3 SUV 2012
2034,Audi S4 Sedan 2007,23.7,Lamborghini Reventon Coupe 2008,Acura RL Sedan 2012
2035,Dodge Caliber Wagon 2007,20.9,Jaguar XK XKR 2012,Spyker C8 Coupe 2009
2036,Bentley Arnage Sedan 2009,84.5,Mercedes-Benz E-Class Sedan 2012,AM General Hummer SUV 2000
2037,Spyker C8 Convertible 2009,29.2,Chrysler Town and Country Minivan 2012,Spyker C8 Coupe 2009
2038,Ford Fiesta Sedan 2012,66.3,Acura TL Sedan 2012,Chevrolet Sonic Sedan 2012
2039,Chrysler PT Cruiser Convertible 2008,62.1,Rolls-Royce Ghost Sedan 2012,smart fortwo Convertible 2012
2040,smart fortwo Convertible 2012,42.2,Chevrolet Sonic Sedan 2012,MINI Cooper Roadster Convertible 2012
2041,Daewoo Nubira Wagon 2002,62.9,BMW 3 Series Wagon 2012,smart fortwo Convertible 2012
2042,Chevrolet Express Cargo Van 2007,61.9,Geo Metro Convertible 1993,Chevrolet Express Van 2007
2043,Spyker C8 Coupe 2009,80.0,Bugatti Veyron 16.4 Coupe 2009,Ford GT Coupe 2006
2044,Chrysler 300 SRT-8 2010,25.7,Aston Martin V8 Vantage Convertible 2012,Aston Martin Virage Convertible 2012
2045,Chevrolet Sonic Sedan 2012,53.1,Hyundai Genesis Sedan 2012,GMC Acadia SUV 2012
2046,Hyundai Genesis Sedan 2012,42.6,Dodge Durango SUV 2012,Hyundai Sonata Sedan 2012
2047,Bentley Arnage Sedan 2009,99.0,Honda Accord Sedan 2012,Dodge Durango SUV 2007
2048,Chevrolet Traverse SUV 2012,27.1,Hyundai Veloster Hatchback 2012,Audi S4 Sedan 2007
2049,Chevrolet Camaro Convertible 2012,49.2,Audi RS 4 Convertible 2008,BMW M5 Sedan 2010
2050,Suzuki Aerio Sedan 2007,23.9,Nissan Leaf Hatchback 2012,Acura TL Sedan 2012
2051,Daewoo Nubira Wagon 2002,61.2,Mercedes-Benz Sprinter Van 2012,Dodge Magnum Wagon 2008
2052,Aston Martin V8 Vantage Coupe 2012,20.1,Audi TT Hatchback 2011,BMW 1 Series Coupe 2012
2053,Ford Ranger SuperCab 2011,61.9,Dodge Dakota Crew Cab 2010,Dodge Dakota Club Cab 2007
2054,Ferrari 458 Italia Coupe 2012,75.7,Audi TT RS Coupe 2012,Hyundai Veloster Hatchback 2012
2055,Nissan NV Passenger Van 2012,59.8,Audi S4 Sedan 2007,Mitsubishi Lancer Sedan 2012
2056,Dodge Durango SUV 2012,81.6,Hyundai Azera Sedan 2012,Volvo XC90 SUV 2007
2057,Audi S4 Sedan 2007,25.2,Audi S6 Sedan 2011,Ford Focus Sedan 2007
2058,Daewoo Nubira Wagon 2002,14.2,AM General Hummer SUV 2000,Hyundai Veloster Hatchback 2012
2059,Daewoo Nubira Wagon 2002,94.0,Dodge Sprinter Cargo Van 2009,Mercedes-Benz Sprinter Van 2012
2060,Audi S6 Sedan 2011,18.6,Hyundai Veloster Hatchback 2012,BMW 6 Series Convertible 2007
2061,Hyundai Sonata Sedan 2012,24.8,Chrysler Crossfire Convertible 2008,Volvo 240 Sedan 1993
2062,Chevrolet Malibu Sedan 2007,22.9,Bentley Arnage Sedan 2009,Daewoo Nubira Wagon 2002
2063,Chevrolet HHR SS 2010,56.3,Ferrari California Convertible 2012,Mitsubishi Lancer Sedan 2012
2064,Volvo C30 Hatchback 2012,23.6,Hyundai Veloster Hatchback 2012,Dodge Ram Pickup 3500 Crew Cab 2010
2065,Audi TT Hatchback 2011,18.7,Aston Martin V8 Vantage Coupe 2012,Aston Martin V8 Vantage Convertible 2012
2066,Chrysler 300 SRT-8 2010,40.3,Dodge Sprinter Cargo Van 2009,Daewoo Nubira Wagon 2002
2067,Mercedes-Benz 300-Class Convertible 1993,24.4,Ferrari 458 Italia Coupe 2012,Dodge Caliber Wagon 2012
2068,Volkswagen Golf Hatchback 1991,54.4,Daewoo Nubira Wagon 2002,Volvo 240 Sedan 1993
2069,Mitsubishi Lancer Sedan 2012,20.4,BMW 1 Series Coupe 2012,Chevrolet TrailBlazer SS 2009
2070,Volvo XC90 SUV 2007,31.1,Dodge Journey SUV 2012,GMC Acadia SUV 2012
2071,Honda Odyssey Minivan 2012,51.0,Chevrolet Traverse SUV 2012,GMC Acadia SUV 2012
2072,Chevrolet Corvette Ron Fellows Edition Z06 2007,28.7,Chrysler 300 SRT-8 2010,Aston Martin Virage Convertible 2012
2073,Spyker C8 Coupe 2009,62.3,FIAT 500 Abarth 2012,Spyker C8 Convertible 2009
2074,Tesla Model S Sedan 2012,91.2,Jeep Grand Cherokee SUV 2012,Cadillac Escalade EXT Crew Cab 2007
2075,Cadillac Escalade EXT Crew Cab 2007,58.2,Hyundai Azera Sedan 2012,Dodge Durango SUV 2012
2076,Cadillac Escalade EXT Crew Cab 2007,49.1,Toyota 4Runner SUV 2012,Dodge Durango SUV 2012
2077,Ford GT Coupe 2006,80.1,Hyundai Veloster Hatchback 2012,BMW M5 Sedan 2010
2078,Lincoln Town Car Sedan 2011,54.2,Hyundai Sonata Sedan 2012,Chevrolet Tahoe Hybrid SUV 2012
2079,Chrysler Aspen SUV 2009,39.4,Suzuki SX4 Hatchback 2012,Chevrolet Corvette ZR1 2012
2080,Mercedes-Benz E-Class Sedan 2012,77.6,Dodge Challenger SRT8 2011,Suzuki SX4 Sedan 2012
2081,Acura Integra Type R 2001,67.1,Geo Metro Convertible 1993,Maybach Landaulet Convertible 2012
2082,Nissan Leaf Hatchback 2012,28.4,Jaguar XK XKR 2012,Lincoln Town Car Sedan 2011
2083,Honda Odyssey Minivan 2012,23.7,Plymouth Neon Coupe 1999,Suzuki SX4 Sedan 2012
2084,Ram C/V Cargo Van Minivan 2012,62.7,Suzuki SX4 Hatchback 2012,Chevrolet HHR SS 2010
2085,Ford F-150 Regular Cab 2007,64.5,Volvo 240 Sedan 1993,Audi 100 Wagon 1994
2086,Jeep Patriot SUV 2012,59.0,Ford F-150 Regular Cab 2007,Ford F-450 Super Duty Crew Cab 2012
2087,Mercedes-Benz Sprinter Van 2012,60.2,Audi S6 Sedan 2011,BMW ActiveHybrid 5 Sedan 2012
2088,Aston Martin Virage Convertible 2012,84.2,Volkswagen Golf Hatchback 1991,Volvo XC90 SUV 2007
2089,Chrysler Aspen SUV 2009,53.2,Hyundai Sonata Sedan 2012,Ford Edge SUV 2012
2090,Ford F-450 Super Duty Crew Cab 2012,94.7,Audi V8 Sedan 1994,Volvo XC90 SUV 2007
2091,Chevrolet Avalanche Crew Cab 2012,74.8,Ford Expedition EL SUV 2009,Dodge Magnum Wagon 2008
2092,Hyundai Veracruz SUV 2012,34.9,Bentley Arnage Sedan 2009,Volvo XC90 SUV 2007
2093,McLaren MP4-12C Coupe 2012,51.7,Hyundai Veloster Hatchback 2012,Aston Martin Virage Coupe 2012
2094,Ferrari California Convertible 2012,92.5,Ferrari 458 Italia Coupe 2012,Chevrolet Camaro Convertible 2012
2095,Volvo C30 Hatchback 2012,46.1,Hyundai Veloster Hatchback 2012,Suzuki SX4 Hatchback 2012
2096,Fisker Karma Sedan 2012,60.6,Ferrari California Convertible 2012,Bentley Arnage Sedan 2009
2097,Chrysler PT Cruiser Convertible 2008,50.9,Mercedes-Benz C-Class Sedan 2012,Aston Martin V8 Vantage Coupe 2012
2098,Aston Martin Virage Convertible 2012,96.3,Aston Martin V8 Vantage Convertible 2012,Audi TT Hatchback 2011
2099,Isuzu Ascender SUV 2008,29.4,Ford Ranger SuperCab 2011,Volvo XC90 SUV 2007
2100,Aston Martin Virage Coupe 2012,48.8,Hyundai Veloster Hatchback 2012,Dodge Charger SRT-8 2009
2101,Ferrari 458 Italia Coupe 2012,34.1,Dodge Charger SRT-8 2009,Ford Mustang Convertible 2007
2102,Aston Martin V8 Vantage Convertible 2012,27.8,Chevrolet Sonic Sedan 2012,Spyker C8 Convertible 2009
2103,Audi S4 Sedan 2007,13.5,Spyker C8 Coupe 2009,Chevrolet Corvette ZR1 2012
2104,Volvo XC90 SUV 2007,18.2,Hyundai Sonata Sedan 2012,Audi V8 Sedan 1994
2105,Hyundai Veracruz SUV 2012,12.8,Volvo XC90 SUV 2007,Mercedes-Benz 300-Class Convertible 1993
2106,Jeep Compass SUV 2012,85.6,Volvo 240 Sedan 1993,Hyundai Genesis Sedan 2012
2107,Aston Martin V8 Vantage Convertible 2012,74.5,Rolls-Royce Ghost Sedan 2012,Aston Martin Virage Convertible 2012
2108,Chrysler 300 SRT-8 2010,22.6,Mitsubishi Lancer Sedan 2012,Hyundai Azera Sedan 2012
2109,Tesla Model S Sedan 2012,72.0,Mercedes-Benz C-Class Sedan 2012,smart fortwo Convertible 2012
2110,BMW M3 Coupe 2012,63.0,Tesla Model S Sedan 2012,Ferrari FF Coupe 2012
2111,Hyundai Azera Sedan 2012,32.7,Audi S4 Sedan 2012,Hyundai Veloster Hatchback 2012
2112,Daewoo Nubira Wagon 2002,85.3,Ram C/V Cargo Van Minivan 2012,Chrysler Town and Country Minivan 2012
2113,Volvo 240 Sedan 1993,93.7,Tesla Model S Sedan 2012,Mercedes-Benz E-Class Sedan 2012
2114,BMW X5 SUV 2007,40.7,Jeep Compass SUV 2012,Tesla Model S Sedan 2012
2115,Suzuki SX4 Hatchback 2012,76.5,Chevrolet HHR SS 2010,Mercedes-Benz E-Class Sedan 2012
2116,BMW M5 Sedan 2010,79.2,Porsche Panamera Sedan 2012,Audi S5 Coupe 2012
2117,Chevrolet Corvette Ron Fellows Edition Z06 2007,62.2,Aston Martin V8 Vantage Convertible 2012,Suzuki SX4 Sedan 2012
2118,Audi S5 Convertible 2012,41.9,Bentley Arnage Sedan 2009,Aston Martin V8 Vantage Coupe 2012
2119,Mercedes-Benz C-Class Sedan 2012,37.1,BMW X6 SUV 2012,Mercedes-Benz 300-Class Convertible 1993
2120,FIAT 500 Abarth 2012,27.8,Mitsubishi Lancer Sedan 2012,Hyundai Elantra Touring Hatchback 2012
2121,Mercedes-Benz C-Class Sedan 2012,45.6,Mercedes-Benz E-Class Sedan 2012,Mercedes-Benz S-Class Sedan 2012
2122,FIAT 500 Abarth 2012,96.2,Daewoo Nubira Wagon 2002,Volvo 240 Sedan 1993
2123,Chevrolet Sonic Sedan 2012,33.3,Daewoo Nubira Wagon 2002,Acura TSX Sedan 2012
2124,Plymouth Neon Coupe 1999,82.4,Daewoo Nubira Wagon 2002,Infiniti QX56 SUV 2011
2125,Mercedes-Benz E-Class Sedan 2012,55.6,MINI Cooper Roadster Convertible 2012,BMW M3 Coupe 2012
2126,Chrysler Aspen SUV 2009,30.7,Hyundai Santa Fe SUV 2012,Audi 100 Sedan 1994
2127,BMW X5 SUV 2007,36.0,Cadillac Escalade EXT Crew Cab 2007,Toyota 4Runner SUV 2012
2128,Mercedes-Benz E-Class Sedan 2012,84.5,Hyundai Elantra Sedan 2007,Audi TT Hatchback 2011
2129,Lamborghini Aventador Coupe 2012,84.5,Ford GT Coupe 2006,Aston Martin V8 Vantage Convertible 2012
2130,Aston Martin V8 Vantage Convertible 2012,40.0,Suzuki Kizashi Sedan 2012,Audi TTS Coupe 2012
2131,HUMMER H2 SUT Crew Cab 2009,72.3,Nissan Juke Hatchback 2012,BMW X5 SUV 2007
2132,Ford GT Coupe 2006,82.0,Jeep Wrangler SUV 2012,HUMMER H3T Crew Cab 2010
2133,Isuzu Ascender SUV 2008,21.2,Bentley Arnage Sedan 2009,Cadillac Escalade EXT Crew Cab 2007
2134,Ford Edge SUV 2012,58.1,Chrysler Aspen SUV 2009,Hyundai Santa Fe SUV 2012
2135,Chrysler Town and Country Minivan 2012,36.5,Audi S4 Sedan 2012,BMW 3 Series Wagon 2012
2136,Ford GT Coupe 2006,43.3,Hyundai Veloster Hatchback 2012,Infiniti G Coupe IPL 2012
2137,Aston Martin V8 Vantage Convertible 2012,65.7,Audi TTS Coupe 2012,Hyundai Elantra Sedan 2007
2138,Volvo XC90 SUV 2007,68.1,Audi A5 Coupe 2012,Hyundai Sonata Sedan 2012
2139,GMC Canyon Extended Cab 2012,43.5,Chevrolet Silverado 1500 Regular Cab 2012,Dodge Ram Pickup 3500 Crew Cab 2010
2140,Audi S4 Sedan 2007,67.8,FIAT 500 Abarth 2012,Lamborghini Aventador Coupe 2012
2141,GMC Acadia SUV 2012,57.6,Honda Odyssey Minivan 2012,Jeep Patriot SUV 2012
2142,Suzuki SX4 Hatchback 2012,54.4,Chrysler 300 SRT-8 2010,Mercedes-Benz E-Class Sedan 2012
2143,Chrysler 300 SRT-8 2010,20.8,Dodge Magnum Wagon 2008,Honda Accord Sedan 2012
2144,Hyundai Genesis Sedan 2012,48.9,Dodge Ram Pickup 3500 Crew Cab 2010,Dodge Magnum Wagon 2008
2145,Aston Martin V8 Vantage Convertible 2012,30.1,GMC Acadia SUV 2012,Audi S4 Sedan 2012
2146,Bentley Arnage Sedan 2009,24.0,Audi TTS Coupe 2012,Dodge Charger Sedan 2012
2147,Dodge Caliber Wagon 2012,46.6,Dodge Journey SUV 2012,Chevrolet Traverse SUV 2012
2148,Bentley Arnage Sedan 2009,84.2,Chrysler Town and Country Minivan 2012,Aston Martin V8 Vantage Convertible 2012
2149,Chevrolet Traverse SUV 2012,26.8,BMW 3 Series Wagon 2012,Jeep Compass SUV 2012
2150,AM General Hummer SUV 2000,46.9,GMC Terrain SUV 2012,GMC Acadia SUV 2012
2151,Jeep Liberty SUV 2012,77.1,Volvo 240 Sedan 1993,Dodge Sprinter Cargo Van 2009
2152,Mercedes-Benz E-Class Sedan 2012,50.6,FIAT 500 Abarth 2012,Audi S4 Sedan 2012
2153,Bentley Arnage Sedan 2009,69.3,Acura TL Sedan 2012,Ford E-Series Wagon Van 2012
2154,Dodge Durango SUV 2007,40.3,Dodge Durango SUV 2012,Dodge Dakota Crew Cab 2010
2155,Chrysler Aspen SUV 2009,18.6,Ford F-450 Super Duty Crew Cab 2012,Volvo XC90 SUV 2007
2156,Honda Odyssey Minivan 2007,51.8,Mercedes-Benz Sprinter Van 2012,Daewoo Nubira Wagon 2002
2157,Dodge Ram Pickup 3500 Crew Cab 2010,22.3,Bentley Arnage Sedan 2009,Nissan NV Passenger Van 2012
2158,Mercedes-Benz 300-Class Convertible 1993,88.6,Chevrolet Avalanche Crew Cab 2012,Chevrolet Silverado 1500 Extended Cab 2012
2159,Chrysler 300 SRT-8 2010,29.4,Audi S4 Sedan 2012,Audi TTS Coupe 2012
2160,Cadillac Escalade EXT Crew Cab 2007,86.4,Mercedes-Benz S-Class Sedan 2012,Toyota 4Runner SUV 2012
2161,Aston Martin V8 Vantage Convertible 2012,51.9,Audi TTS Coupe 2012,Aston Martin Virage Convertible 2012
2162,Jeep Patriot SUV 2012,40.0,HUMMER H2 SUT Crew Cab 2009,GMC Savana Van 2012
2163,Bentley Arnage Sedan 2009,62.8,Volvo 240 Sedan 1993,Audi RS 4 Convertible 2008
2164,AM General Hummer SUV 2000,38.8,Jeep Patriot SUV 2012,Dodge Dakota Crew Cab 2010
2165,Ford Expedition EL SUV 2009,80.6,Audi V8 Sedan 1994,Audi S4 Sedan 2007
2166,Audi RS 4 Convertible 2008,87.2,Ford GT Coupe 2006,Audi S4 Sedan 2007
2167,Hyundai Santa Fe SUV 2012,89.4,Ford Expedition EL SUV 2009,Dodge Durango SUV 2012
2168,Audi S4 Sedan 2007,53.8,Chrysler 300 SRT-8 2010,Nissan Leaf Hatchback 2012
2169,Lamborghini Aventador Coupe 2012,43.1,Geo Metro Convertible 1993,MINI Cooper Roadster Convertible 2012
2170,Acura TL Sedan 2012,96.6,Audi TTS Coupe 2012,MINI Cooper Roadster Convertible 2012
2171,Volvo XC90 SUV 2007,92.4,BMW X5 SUV 2007,Audi V8 Sedan 1994
2172,Chevrolet HHR SS 2010,18.2,BMW 3 Series Sedan 2012,Hyundai Elantra Sedan 2007
2173,Chrysler 300 SRT-8 2010,99.9,Bentley Arnage Sedan 2009,Audi S4 Sedan 2007
2174,AM General Hummer SUV 2000,29.1,Jeep Wrangler SUV 2012,Jeep Liberty SUV 2012
2175,Volkswagen Golf Hatchback 2012,81.5,Hyundai Elantra Touring Hatchback 2012,Volvo C30 Hatchback 2012
2176,Chevrolet Sonic Sedan 2012,38.3,Hyundai Genesis Sedan 2012,Audi TTS Coupe 2012
2177,Honda Accord Coupe 2012,99.7,Mitsubishi Lancer Sedan 2012,Scion xD Hatchback 2012
2178,GMC Canyon Extended Cab 2012,92.6,Dodge Dakota Club Cab 2007,Dodge Caliber Wagon 2012
2179,Hyundai Veloster Hatchback 2012,97.3,Lamborghini Diablo Coupe 2001,Acura Integra Type R 2001
2180,Tesla Model S Sedan 2012,42.4,Bugatti Veyron 16.4 Convertible 2009,Suzuki Kizashi Sedan 2012
2181,Hyundai Veloster Hatchback 2012,97.5,Lamborghini Diablo Coupe 2001,AM General Hummer SUV 2000
2182,BMW M5 Sedan 2010,12.7,Aston Martin V8 Vantage Convertible 2012,Hyundai Azera Sedan 2012
2183,Bentley Arnage Sedan 2009,53.7,Aston Martin V8 Vantage Convertible 2012,Hyundai Genesis Sedan 2012
2184,Chrysler Town and Country Minivan 2012,26.9,Hyundai Genesis Sedan 2012,Chevrolet Sonic Sedan 2012
2185,Chevrolet Corvette ZR1 2012,80.2,Chevrolet Corvette Convertible 2012,Audi RS 4 Convertible 2008
2186,Audi V8 Sedan 1994,48.6,Dodge Dakota Club Cab 2007,Ford Expedition EL SUV 2009
2187,Audi S6 Sedan 2011,21.7,Audi S5 Coupe 2012,Hyundai Tucson SUV 2012
2188,Hyundai Genesis Sedan 2012,40.3,Audi S4 Sedan 2007,Bentley Arnage Sedan 2009
2189,Acura TL Sedan 2012,87.2,Hyundai Elantra Touring Hatchback 2012,Cadillac CTS-V Sedan 2012
2190,Spyker C8 Coupe 2009,66.3,smart fortwo Convertible 2012,Daewoo Nubira Wagon 2002
2191,Suzuki Kizashi Sedan 2012,90.0,Volvo C30 Hatchback 2012,Jaguar XK XKR 2012
2192,Chevrolet Corvette Ron Fellows Edition Z06 2007,35.1,Chrysler PT Cruiser Convertible 2008,Bugatti Veyron 16.4 Convertible 2009
2193,Daewoo Nubira Wagon 2002,74.9,Dodge Sprinter Cargo Van 2009,Audi 100 Wagon 1994
2194,Audi S4 Sedan 2012,21.4,Audi S4 Sedan 2007,Aston Martin V8 Vantage Coupe 2012
2195,MINI Cooper Roadster Convertible 2012,45.7,Mercedes-Benz S-Class Sedan 2012,Volkswagen Beetle Hatchback 2012
2196,Dodge Charger Sedan 2012,88.7,Hyundai Veloster Hatchback 2012,Dodge Magnum Wagon 2008
2197,Aston Martin V8 Vantage Coupe 2012,42.2,Ford GT Coupe 2006,Ferrari 458 Italia Coupe 2012
2198,Aston Martin V8 Vantage Coupe 2012,52.7,BMW 3 Series Wagon 2012,Audi S4 Sedan 2012
2199,Chrysler PT Cruiser Convertible 2008,52.7,Nissan 240SX Coupe 1998,Ford Focus Sedan 2007
2200,Dodge Challenger SRT8 2011,86.9,Hyundai Sonata Sedan 2012,Hyundai Tucson SUV 2012
2201,Nissan NV Passenger Van 2012,45.4,Audi S4 Sedan 2007,Chevrolet HHR SS 2010
2202,Audi TTS Coupe 2012,44.8,Dodge Charger SRT-8 2009,Mitsubishi Lancer Sedan 2012
2203,Audi S5 Coupe 2012,51.2,BMW 3 Series Sedan 2012,Chevrolet Camaro Convertible 2012
2204,Chrysler 300 SRT-8 2010,43.8,Jeep Liberty SUV 2012,BMW X3 SUV 2012
2205,Chevrolet Corvette ZR1 2012,98.1,Ferrari California Convertible 2012,Bentley Continental GT Coupe 2012
2206,FIAT 500 Convertible 2012,93.0,Jaguar XK XKR 2012,Aston Martin Virage Convertible 2012
2207,Dodge Charger Sedan 2012,93.5,Audi A5 Coupe 2012,Cadillac Escalade EXT Crew Cab 2007
2208,Audi 100 Wagon 1994,66.3,Audi 100 Sedan 1994,GMC Savana Van 2012
2209,Bentley Continental Supersports Conv. Convertible 2012,27.4,Chrysler 300 SRT-8 2010,Bugatti Veyron 16.4 Convertible 2009
2210,Chevrolet Silverado 1500 Hybrid Crew Cab 2012,41.9,Nissan NV Passenger Van 2012,GMC Canyon Extended Cab 2012
2211,GMC Terrain SUV 2012,32.0,Jeep Grand Cherokee SUV 2012,BMW X3 SUV 2012
2212,Chevrolet Avalanche Crew Cab 2012,60.1,Hyundai Veracruz SUV 2012,Hyundai Azera Sedan 2012
2213,Jeep Compass SUV 2012,71.1,Hyundai Genesis Sedan 2012,Bentley Arnage Sedan 2009
2214,Mercedes-Benz 300-Class Convertible 1993,24.2,Hyundai Accent Sedan 2012,Chevrolet Sonic Sedan 2012
2215,Hyundai Veloster Hatchback 2012,68.9,Dodge Charger Sedan 2012,Audi S4 Sedan 2007
2216,Jeep Wrangler SUV 2012,64.6,AM General Hummer SUV 2000,HUMMER H2 SUT Crew Cab 2009
2217,Hyundai Genesis Sedan 2012,10.5,Mercedes-Benz Sprinter Van 2012,Spyker C8 Coupe 2009
2218,Chevrolet Camaro Convertible 2012,56.0,Ferrari California Convertible 2012,BMW Z4 Convertible 2012
2219,Audi RS 4 Convertible 2008,99.9,Geo Metro Convertible 1993,McLaren MP4-12C Coupe 2012
2220,Daewoo Nubira Wagon 2002,42.7,Nissan NV Passenger Van 2012,Ram C/V Cargo Van Minivan 2012
2221,Dodge Caliber Wagon 2012,34.4,Dodge Dakota Crew Cab 2010,Honda Accord Coupe 2012
2222,Daewoo Nubira Wagon 2002,59.0,Mercedes-Benz C-Class Sedan 2012,smart fortwo Convertible 2012
2223,Lamborghini Gallardo LP 570-4 Superleggera 2012,52.5,Hyundai Veloster Hatchback 2012,Audi TTS Coupe 2012
2224,Hyundai Veloster Hatchback 2012,99.4,Dodge Charger Sedan 2012,BMW Z4 Convertible 2012
2225,Audi 100 Wagon 1994,93.9,BMW X6 SUV 2012,Volkswagen Golf Hatchback 1991
2226,Mercedes-Benz Sprinter Van 2012,81.8,Honda Odyssey Minivan 2012,Toyota Corolla Sedan 2012
2227,Daewoo Nubira Wagon 2002,49.1,Mercedes-Benz Sprinter Van 2012,Chevrolet Sonic Sedan 2012
2228,Buick Rainier SUV 2007,27.5,Chrysler Aspen SUV 2009,Land Rover Range Rover SUV 2012
2229,Dodge Magnum Wagon 2008,85.3,Ford Edge SUV 2012,Audi A5 Coupe 2012
